profile,language,accademico,addetto alle pulizie,agricoltore,allenatore,amministratore,analista,architetto,artista,assistente,astronauta,atleta,attore,attrice,autista,autore,avvocato,broker,cantante,chef,chirurgo,chitarrista,comandante,comico,compositore,consulente,contabile,cuoco,curatore,dentista,designer,diplomatico,dirigente,disegnatore,economista,editore,esattore,fotografo,funzionario,giornalista,giudice,guardia,impiegato,infermiere,ingegnere,insegnante,investigatore,ispettore,istruttore,legislatore,manager,meccanico,medico,membro del clero,ministro,modello,musicista,operatore,pilota,poeta,politico,prete,produttore,professore,proprietario,psichiatra,psicologo,regista,revisore dei conti,ricercatore,sarto,scienziato,scrittore,segretario,soldato,storico,studente,supervisore,sviluppatore,tecnico,tutor,veterinario
3,Parmigiano,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,17,0,0,0,4,0,0,12,0,0,0,0,0,0
3,Sicilian,0,0,0,0,10,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,20,0,0,28,0,0,0,0,0,0
4,Italian,0,0,0,0,0,0,0,29,0,0,0,21,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Napoletano,0,0,0,0,0,0,0,18,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Parmigiano,0,0,0,0,0,0,0,19,0,0,0,23,1,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Sicilian,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Italian,0,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,5,0,4,19,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,8,0,0
5,Napoletano,0,9,30,1,0,0,0,0,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
5,Parmigiano,0,0,29,0,1,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,1,1,0
5,Sicilian,0,1,30,0,0,0,0,0,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0
