profile,language,accademico,addetto alle pulizie,agricoltore,allenatore,amministratore,analista,architetto,artista,assistente,astronauta,atleta,attore,attrice,autista,autore,avvocato,broker,cantante,chef,chirurgo,chitarrista,comandante,comico,compositore,consulente,contabile,cuoco,curatore,dentista,designer,diplomatico,dirigente,disegnatore,economista,editore,esattore,fotografo,funzionario,giornalista,giudice,guardia,impiegato,infermiere,ingegnere,insegnante,investigatore,ispettore,istruttore,legislatore,manager,meccanico,medico,membro del clero,ministro,modello,musicista,operatore,pilota,poeta,politico,prete,produttore,professore,proprietario,psichiatra,psicologo,regista,revisore dei conti,ricercatore,sarto,scienziato,scrittore,segretario,soldato,storico,studente,supervisore,sviluppatore,tecnico,tutor,veterinario
3,Parmigiano,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Napoletano,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0
4,Italian,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Sicilian,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Parmigiano,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,27,0,3,0,1,0,0,1,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,Napoletano,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Italian,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
5,Sicilian,0,1,25,0,2,1,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0
5,Parmigiano,2,0,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,13,0,13,12,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,1,4,0,0,1,0,0,0,0,15,0,1,0,0
5,Napoletano,0,0,15,0,2,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,4,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0
